"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40"
"158",-27197,-35060,-33714,-12841,-25616,-11189,-21961,-10700,-22916,-14470,-26285,-18080,-21620,-17887,-28901,-32270,-10091,-21938,-3526.8,-14425,-16795,-10752,-6188.2,-15297,-18542,-11150,-13413,-15622,-19008,-17916,-25620,-9455.8,-26885,-16257,-739.15,-27484,-8631,-19955,-20811,-24970
"159",-20411,-37900,-38563,-9291.3,-26922,-13801,-21493,-8347.9,-24942,-14616,-25183,-10682,-32551,-19914,-22263,-25512,-5742,-14112,-19525,-14848,-16050,-9201.1,-5334.1,-16149,-18222,-11796,-13659,-16015,-19768,-17928,-26427,-9185.4,-26657,-16428,-489.01,-27403,-8139.7,-19558,-20647,-25857
"160",-28579,-34179,-33953,-13064,-26203,-10486,-22870,-11114,-22220,-14353,-25181,-17683,-22578,-18649,-28466,-31745,-8696.3,-21179,-3835.5,-14691,-16599,-10409,-5823.1,-15443,-18432,-11088,-13460,-15726,-19340,-17924,-25868,-8642.3,-27279,-16635,-725.63,-27454,-8335.8,-20007,-20753,-25443
"161",-19368,-38027,-39865,-7738.6,-26506,-13014,-20858,-7850.2,-25054,-14709,-24759,-10425,-33857,-19538,-22535,-23648,-6535.2,-13929,-19076,-15047,-16158,-8863.1,-5223.7,-16313,-18366,-11810,-14075,-16320,-19709,-18242,-26533,-8944.2,-27048,-16403,-211.83,-27566,-8002.3,-19349,-20870,-25354
"162",-28190,-32711,-33900,-12036,-25839,-10134,-22969,-11192,-22593,-15008,-26247,-17731,-22314,-17953,-29127,-31869,-10006,-21774,-3024.2,-14659,-16753,-10249,-6059.7,-14855,-18546,-11130,-13879,-15710,-19608,-18312,-25997,-8691.8,-26916,-16268,-703.1,-27363,-8437.2,-19563,-21131,-24523
"163",-19383,-37341,-40813,-7533.5,-26146,-13097,-21882,-7718.1,-24599,-15058,-25179,-9895.2,-33006,-19147,-22483,-24293,-5757.7,-12462,-17483,-15069,-16500,-8881.1,-5426.5,-15669,-18154,-11936,-13670,-16203,-19910,-18302,-26668,-9259.7,-26519,-16097,-114.93,-27225,-7792.7,-18655,-20919,-24533
"164",-28810,-33630,-33643,-12978,-25908,-10026,-23317,-11137,-22245,-14585,-25900,-17361,-22159,-17519,-29215,-31002,-9111,-21512,-2605.1,-14770,-16998,-10465,-5742,-14772,-18028,-11308,-13183,-15870,-19434,-17798,-26053,-8998.3,-27048,-16311,-495.77,-27261,-8110.4,-19198,-20588,-24117
"165",-18377,-37778,-40150,-7632.7,-25801,-12856,-20457,-8746.7,-24246,-14950,-24079,-9922.3,-32518,-19822,-22109,-24586,-5586.5,-13814,-17674,-15306,-16451,-8912.7,-5327.3,-15673,-17710,-12050,-13830,-16269,-20264,-17840,-26702,-9417.5,-26750,-16410,-331.27,-27454,-8171.3,-18355,-20728,-25354
"166",-28655,-33366,-33796,-12728,-26523,-10048,-22750,-11832,-21785,-14585,-25086,-15926,-22047,-18931,-28548,-31648,-8867.6,-22655,-2282.8,-14824,-16897,-10371,-5566.2,-14988,-17961,-11110,-13571,-16048,-20104,-17362,-25823,-9219.2,-27015,-16530,-890.14,-27368,-8491.3,-19056,-20629,-25313
"167",-18210,-38159,-39604,-6880,-27106,-13719,-22118,-8134.6,-24856,-14075,-24635,-10274,-32356,-19154,-22265,-22945,-4558.9,-13812,-18172,-14979,-16430,-8921.7,-5160.6,-16117,-17776,-11610,-13586,-16429,-19894,-17854,-26524,-9507.6,-26809,-16343,-414.65,-27154,-8112.7,-18551,-20845,-25770
"168",-28853,-33369,-32549,-12192,-25502,-9415.2,-22344,-11347,-20688,-14441,-25983,-16029,-22885,-18306,-27948,-31466,-9255.2,-22332,-3369,-14648,-16996,-10080,-5784.8,-15497,-17758,-10732,-13237,-15807,-18871,-17646,-26256,-9307,-27413,-16174,-991.55,-26763,-8534.1,-18706,-20674,-25333
"169",-17910,-37410,-38631,-7166.2,-26430,-13010,-20622,-9290.2,-24691,-14294,-24379,-10950,-31975,-21079,-21821,-23173,-3909.9,-13514,-16424,-15157,-16665,-8585.9,-5431,-16072,-17476,-11358,-13557,-15911,-19669,-17488,-27056,-9566.2,-27070,-15612,-588.17,-27017,-8538.6,-18220,-20397,-25415
"170",-29801,-33496,-33102,-12895,-25502,-9494.1,-22794,-11708,-22400,-13974,-25891,-15552,-22347,-18255,-28602,-31148,-9609,-22420,-2659.2,-14923,-16976,-10060,-5960.6,-15180,-17774,-10754,-13190,-15457,-19202,-16934,-26208,-8984.8,-27429,-16014,-1011.8,-26707,-8209.6,-18763,-20108,-24610
"171",-17366,-38085,-39657,-7166.2,-25581,-13796,-20427,-8492.7,-25478,-14828,-24978,-11691,-33328,-20325,-21814,-23939,-3495.2,-13300,-15495,-15353,-16018,-8421.4,-5516.6,-15930,-17591,-11956,-13796,-15749,-19558,-17202,-26497,-9435.5,-26707,-16430,-288.45,-27111,-7675.5,-18089,-20275,-24973
"172",-29717,-33539,-33130,-12768,-25652,-10233,-22817,-10695,-20729,-14423,-25794,-16052,-22430,-17872,-28489,-31166,-9009.6,-21309,-2377.5,-14792,-16331,-9561.7,-5965.1,-15216,-17686,-11128,-13113,-15195,-18970,-16954,-25733,-9300.3,-27020,-16284,-743.66,-27063,-7749.9,-18594,-20115,-24871
"173",-16734,-37996,-39601,-6751.5,-25888,-13424,-20924,-9023.5,-24356,-16090,-24478,-10713,-32140,-20498,-22720,-23619,-3774.6,-13742,-16762,-15063,-15655,-8279.4,-5895.2,-15912,-17922,-11846,-13447,-15482,-19473,-16832,-26655,-9766.8,-26568,-15714,214.08,-27299,-7648.5,-18026,-20041,-24709
"174",-30809,-32825,-32488,-13199,-25526,-10794,-22245,-11027,-20681,-14515,-26727,-15229,-22451,-18448,-28572,-31157,-8975.8,-22107,-2825.9,-14526,-16356,-9897.5,-5969.6,-15461,-17886,-11086,-12782,-14827,-18916,-16920,-25801,-9223.7,-26720,-15579,-376.34,-26910,-7754.4,-18542,-20327,-24759
"175",-15418,-37661,-38524,-7736.3,-25299,-12626,-20772,-7649.5,-24764,-14359,-24764,-11977,-32180,-19853,-22377,-23346,-3853.5,-13372,-16852,-15250,-15770,-8576.9,-5259.7,-16014,-18163,-11480,-12836,-15307,-19119,-17064,-26697,-9271,-26494,-15518,209.58,-26989,-7860.3,-17997,-20430,-25323
"176",-29674,-33064,-32284,-13113,-24988,-10515,-21920,-12231,-22197,-13483,-26299,-15687,-22177,-18024,-28683,-31473,-10263,-21677,-2661.4,-14767,-16300,-10060,-5825.4,-14925,-18037,-10614,-12397,-14860,-18743,-16956,-25544,-9020.8,-26339,-15734,-563.38,-27086,-8049.6,-18641,-20252,-24782
"177",-15845,-38321,-38763,-7655.2,-24901,-12807,-20566,-8353,-25194,-15486,-25544,-12548,-31931,-19561,-22551,-23509,-3373.5,-13449,-16989,-15326,-15840,-8867.6,-5083.9,-15685,-18188,-11486,-12935,-14695,-19184,-17048,-26718,-9413,-26039,-15464,72.113,-27281,-8112.7,-18046,-20329,-25016
"178",-31035,-32960,-33689,-12315,-25603,-10100,-21003,-11914,-21577,-13553,-26170,-15536,-22512,-17143,-29075,-31644,-10130,-22130,-2386.5,-14515,-16104,-10132,-5455.8,-14792,-18686,-10776,-12379,-14443,-18533,-16806,-25947,-8836.1,-26623,-15455,-389.86,-27116,-7939.2,-18652,-20221,-25102
"179",-14933,-37166,-39170,-6940.8,-25141,-13325,-20503,-8805.1,-24543,-14693,-24315,-12363,-31012,-20310,-23455,-23831,-3236.1,-12692,-16672,-15351,-15811,-8779.7,-4752.7,-15362,-18637,-11990,-12352,-15144,-19128,-16878,-26657,-9029.9,-25986,-15346,247.89,-27380,-7810.7,-17983,-20611,-25110
"180",-31840,-33163,-32084,-13375,-25168,-10217,-21841,-11624,-20290,-13697,-26574,-15261,-22446,-18552,-28714,-32029,-9286.8,-21073,-3037.7,-14245,-16572,-9852.4,-5081.7,-14438,-18242,-11334,-11806,-14542,-18842,-16780,-26109,-8592.7,-26596,-15653,-486.76,-27261,-7761.1,-18643,-20881,-24800
"181",-15972,-37349,-39660,-7247.3,-24812,-12496,-21829,-7984.8,-25392,-15646,-24620,-12687,-31944,-19743,-21731,-23635,-2609.6,-12800,-16383,-14749,-16063,-8392.1,-4763.9,-15137,-17949,-12360,-11881,-15004,-19477,-16644,-26630,-8682.8,-26641,-15497,-137.46,-27274,-7522.3,-18420,-20962,-24935
"182",-31817,-32716,-32287,-12958,-24322,-10812,-21841,-11083,-20945,-13251,-26172,-14258,-22303,-16891,-29088,-31617,-8779.7,-21179,-4317.7,-14256,-16485,-9838.9,-5142.5,-14945,-18143,-11424,-11619,-14486,-19164,-16850,-25832,-8714.4,-27365,-15457,-597.18,-26850,-7398.3,-18869,-20816,-24571
"183",-16170,-38387,-39246,-7878.3,-25134,-12868,-21237,-8320,-25371,-14562,-23543,-13879,-32119,-20061,-22743,-23326,-2174.6,-11700,-15930,-14903,-16322,-8741.4,-4962.3,-15448,-18211,-12040,-12687,-14875,-20050,-17200,-26695,-8923.9,-26664,-15241,-135.21,-26662,-7533.5,-17839,-20985,-24950
"184",-32620,-34128,-32721,-13208,-25156,-10105,-22034,-11010,-20350,-14143,-25381,-14612,-22179,-17440,-28629,-31588,-9633.8,-21336,-3096.3,-14317,-16899,-10197,-5318.3,-14558,-18405,-11100,-12408,-14524,-19290,-17254,-26170,-8459.7,-26819,-15283,-1104.2,-26743,-7049,-18490,-21041,-25046
"185",-14827,-37973,-39853,-7646.2,-25396,-12739,-22047,-8434.3,-25600,-15635,-22923,-13104,-31634,-19830,-22857,-23556,-1268.7,-13733,-16464,-14990,-15971,-8732.4,-4930.7,-15024,-18459,-11878,-12608,-14796,-19392,-16982,-27288,-8705.4,-26657,-15087,-407.89,-27467,-7321.7,-17965,-21079,-25181
"186",-31931,-33029,-31929,-12764,-25269,-11198,-21404,-10913,-20465,-13886,-26720,-14756,-22852,-17181,-29406,-30686,-8525.1,-21979,-3301.4,-14628,-15691,-10141,-4892.4,-14560,-18314,-10740,-12541,-14372,-18945,-16272,-26366,-8306.5,-27365,-15441,-978.03,-27129,-7154.9,-18706,-20399,-25140
"187",-14339,-39129,-39157,-7930.1,-24620,-14166,-21303,-8830.5,-23911,-15815,-23689,-13296,-29859,-19459,-22057,-23443,-594.93,-13544,-15935,-15209,-14824,-8592.7,-4067.6,-15286,-18012,-11762,-13318,-14895,-19119,-16178,-27277,-8921.7,-26659,-15590,-270.42,-27528,-7452.4,-18263,-20491,-25156
"188",-32861,-34646,-32556,-12397,-25269,-10533,-22199,-11756,-20622,-14240,-26461,-15540,-23954,-17935,-28730,-31132,-7486.2,-21541,-3152.7,-14508,-15721,-9636.1,-4299.7,-14801,-17850,-11394,-12615,-14329,-18522,-16150,-26459,-8964.5,-27068,-15642,-894.65,-27337,-7337.5,-18833,-20318,-25194
"189",-14855,-38085,-38629,-8254.6,-25463,-13264,-21026,-9147.9,-25410,-15247,-24516,-13402,-32130,-19881,-21988,-23182,-137.46,-13359,-15387,-15022,-15398,-8547.6,-3891.8,-15342,-17595,-12104,-12915,-14560,-18862,-16150,-27126,-9196.6,-26679,-15630,137.46,-27291,-7438.9,-18418,-20442,-25057
"190",-33526,-33270,-32376,-13192,-25518,-11432,-21272,-11213,-21468,-13767,-27105,-13979,-23454,-17564,-28915,-30571,-7035.5,-21323,-3085.1,-14064,-15831,-9586.5,-4094.6,-15067,-17807,-11050,-12250,-14075,-18519,-16452,-26114,-8471,-26918,-16052,-477.75,-27106,-7037.7,-18873,-20268,-25105
"191",-14837,-38364,-39911,-7982,-24818,-12237,-21110,-7883.2,-26895,-14673,-24361,-14743,-31462,-20173,-21627,-23784,2021.4,-12270,-14752,-14966,-15479,-8256.9,-3851.3,-15479,-17708,-11778,-12367,-14750,-18758,-16742,-27135,-8996.1,-26441,-15752,187.04,-27294,-7233.8,-18292,-20491,-25097
"192",-33427,-34750,-32622,-13314,-24983,-9401.7,-21364,-11096,-21150,-13298,-26790,-13001,-23909,-16907,-27581,-30993,-7123.4,-20924,-2240,-14249,-15590,-9676.6,-4439.4,-14923,-17749,-10928,-11989,-14756,-18303,-16674,-25958,-8960,-26530,-15506,-748.17,-27266,-6938.6,-18729,-20270,-25090
"193",-13178,-38585,-39665,-7592.1,-25376,-12266,-22474,-8754.3,-26057,-14546,-23923,-14555,-31131,-20236,-22130,-23439,2167.9,-12038,-14172,-14616,-15247,-8362.8,-3747.6,-15274,-17740,-12002,-12442,-14966,-18254,-16818,-26344,-8734.6,-26110,-15335,96.901,-27573,-7305.9,-18276,-20397,-24851
"194",-32899,-33788,-33079,-12325,-26539,-10269,-20940,-11627,-21354,-13199,-26898,-14217,-24020,-18222,-28070,-30709,-5624.8,-20613,-1083.9,-13697,-15552,-9358.9,-4036.1,-14830,-17870,-11078,-11750,-14222,-17884,-16952,-25350,-8599.4,-26588,-15405,-430.42,-27451,-7139.2,-19211,-19991,-25168
"195",-12041,-38877,-39815,-6375.2,-25706,-12987,-22568,-7573.3,-26042,-14285,-23482,-14231,-30634,-20145,-21976,-23295,2697.5,-13030,-12282,-14495,-14862,-8245.6,-3353.2,-15281,-17855,-11654,-11957,-14674,-18380,-16940,-26384,-8964.5,-26154,-15074,475.49,-27474,-7722.8,-18643,-20257,-25034
"196",-33765,-32932,-33841,-12363,-25481,-10574,-21199,-11388,-21092,-13192,-27137,-13864,-23837,-17323,-28775,-30474,-6077.7,-22055,-1056.9,-13925,-15135,-9509.9,-3637.2,-15108,-17580,-10532,-11457,-14075,-17958,-17018,-25426,-8696.3,-26532,-14688,-556.62,-27035,-7272.1,-19119,-19937,-25331
"197",-12825,-38446,-39975,-6708.7,-25295,-12252,-21890,-8330.2,-25892,-15295,-22882,-14959,-29917,-20368,-22542,-23842,2749.3,-11743,-11912,-14839,-15227,-8094.6,-3278.9,-15570,-17737,-11130,-12372,-14451,-18283,-16876,-26039,-9056.9,-25552,-14650,-157.75,-27002,-7418.6,-18492,-20011,-24919
"198",-34514,-32175,-33128,-12056,-25892,-10785,-20450,-10852,-21336,-13616,-27141,-13088,-23192,-17242,-28241,-31220,-6474.4,-21007,117.18,-14528,-15281,-9284.5,-3646.2,-14916,-17361,-10418,-12207,-14270,-17672,-16594,-25048,-8495.8,-26324,-15042,-950.99,-26789,-6794.4,-19383,-20081,-25196
"199",-12721,-39528,-39444,-7700.3,-25172,-13832,-21966,-8119.4,-26268,-14130,-23414,-14975,-30286,-19345,-22055,-23642,2544.2,-12850,-9602.3,-14999,-14889,-7977.5,-3860.3,-15099,-17456,-11142,-12426,-14563,-18256,-16342,-26159,-8829.3,-26075,-15243,196.06,-26977,-7260.8,-18871,-20095,-25112
"200",-33712,-33143,-32983,-14010,-25055,-11901,-21036,-11004,-21570,-12820,-26657,-13061,-23281,-17724,-27448,-31054,-5712.7,-20933,36.056,-13661,-14871,-9298,-4281.7,-14682,-17368,-10244,-12072,-13999,-18287,-16460,-25413,-8800,-26636,-15518,-590.42,-26806,-6895.8,-18864,-19743,-25374
"201",-12376,-38669,-39558,-7233.8,-26144,-13147,-21895,-8147.3,-26207,-14409,-23200,-15114,-30418,-19566,-22648,-23035,3337.5,-13111,-8779.7,-14702,-14468,-7982,-3767.9,-15277,-17041,-11286,-12252,-14730,-18601,-16426,-26317,-8687.3,-26215,-14993,338.03,-26649,-7553.8,-17796,-20401,-25044
"202",-35109,-33829,-32218,-12960,-25305,-10715,-21272,-9363.8,-21544,-13402,-25906,-13208,-23832,-17564,-28092,-29915,-5485.1,-20663,1257.5,-13920,-15045,-8960,-3963.9,-15351,-16773,-10452,-11385,-14550,-18456,-16636,-25404,-8202.8,-26781,-14887,-558.87,-26623,-6898,-17963,-20255,-25227
"203",-12457,-38910,-39053,-7200,-25073,-12126,-21491,-8195.6,-26187,-14125,-22930,-16061,-30499,-20516,-22740,-22204,3860.3,-13167,-8099.2,-14740,-14314,-8367.3,-4340.3,-15840,-16593,-11400,-11957,-14956,-18848,-16466,-26332,-8358.3,-26072,-14492,256.9,-27164,-7447.9,-17661,-20077,-24998
"204",-35614,-32782,-32543,-12239,-25271,-9694.6,-20579,-10116,-20302,-12356,-26012,-12836,-24188,-17222,-27660,-30085,-7707,-21226,1913.2,-14048,-14531,-9593.2,-4705.4,-15286,-16210,-10512,-11331,-14052,-18341,-16326,-25476,-8329,-26606,-14166,-716.62,-26761,-6884.5,-17737,-19428,-25247
"205",-11269,-39276,-39540,-7265.4,-24701,-11211,-22113,-7692.7,-25425,-12843,-22308,-16847,-30443,-19291,-21208,-22206,2967.9,-13172,-6947.6,-14508,-13979,-8459.7,-4009,-15340,-15606,-11468,-11707,-14217,-18299,-16178,-26605,-8265.9,-26118,-13278,150.99,-27129,-7276.6,-16507,-19241,-24886
"206",-35017,-33143,-31032,-12832,-24931,-10977,-20843,-10834,-20361,-11511,-25537,-12104,-24366,-17148,-28194,-27552,-7321.7,-19721,3562.8,-12987,-14094,-9536.9,-4387.6,-15301,-14921,-10538,-11180,-13793,-17796,-16236,-25528,-8135.2,-26354,-12539,-694.08,-26456,-6454.1,-16383,-18384,-25242
"207",-11647,-38956,-39228,-7179.7,-24665,-12608,-20998,-6539.7,-26050,-11894,-22486,-15901,-30004,-20924,-22506,-21803,3752.1,-11232,-6093.5,-13877,-13025,-8484.5,-4072.1,-15398,-14267,-11206,-11333,-13950,-17742,-15966,-26046,-8513.8,-25773,-11344,658.03,-26535,-7069.3,-15664,-18208,-24434
"208",-35771,-32599,-31205,-12890,-25822,-10519,-19025,-8914.3,-20150,-10235,-25323,-12232,-24223,-17361,-28183,-26779,-7828.7,-19493,3991,-12005,-12559,-9246.2,-4178,-15265,-13537,-10482,-10301,-13770,-17111,-15762,-24802,-8254.6,-26486,-10722,6.7606,-26197,-5863.7,-15851,-17717,-24655
"209",-11766,-38105,-37671,-7846.8,-25630,-12309,-21247,-7327,-26771,-12113,-20883,-16687,-29069,-20404,-21949,-19822,2654.6,-12343,-4685.1,-12092,-11446,-7765.6,-3695.8,-15362,-12548,-11052,-10235,-14408,-17125,-15482,-25710,-8121.7,-25841,-9933.5,1532.4,-26136,-5917.7,-14623,-17573,-23611
"210",-37102,-31601,-30014,-12890,-25295,-11150,-21181,-9094.6,-20975,-10738,-24261,-11793,-24620,-17143,-27094,-26828,-7864.8,-19092,3522.3,-10959,-11682,-8653.5,-3569.6,-15401,-12356,-10198,-9352.1,-13572,-16629,-15360,-24309,-7396.1,-26100,-9124.5,583.66,-25818,-4892.4,-14249,-16602,-23484
"211",-11340,-38817,-36792,-7470.4,-25339,-12687,-21183,-6953.7,-26898,-11872,-20874,-16606,-27975,-20559,-21463,-19198,2650.1,-11414,-5613.5,-11892,-11132,-7371.3,-3357.7,-14972,-12568,-10882,-9016.3,-13549,-16676,-15056,-25043,-6647.9,-25437,-8313.2,1516.6,-25592,-5167.3,-12888,-16723,-22629
"212",-37161,-32328,-27992,-11817,-25173,-11263,-20569,-8767,-20323,-10731,-25359,-10860,-23807,-17895,-27885,-27126,-7303.7,-19117,3096.3,-10815,-11342,-8389.9,-3173,-14684,-12421,-9418,-7770.1,-12957,-16059,-15288,-23856,-5917.7,-25763,-8220.8,540.85,-24592,-4033.8,-12543,-15957,-22235
"213",-10885,-37788,-35215,-6787.6,-24180,-11721,-21399,-7149.2,-26309,-12320,-20987,-16530,-27934,-20046,-21758,-20904,2393.2,-11497,-5577.5,-12050,-11272,-7283.4,-2832.7,-14727,-11971,-10524,-7878.3,-13298,-16273,-15510,-24503,-5850.1,-25346,-8108.2,1944.8,-24447,-4121.7,-11502,-16140,-21407
"214",-35617,-30278,-27632,-11824,-24948,-11383,-20571,-9201.3,-20259,-10975,-25003,-10673,-21935,-16942,-26869,-26012,-7103.1,-19876,2406.8,-11168,-11705,-8142,-2370.7,-14596,-12016,-9628,-7152.7,-12404,-16074,-15934,-23346,-5219.2,-25854,-8200.6,1225.9,-24147,-2821.4,-11698,-15594,-21740
"215",-9909.8,-37204,-33892,-7098.6,-25665,-11646,-21316,-7184.8,-25788,-12762,-22026,-16730,-26443,-20211,-20325,-21463,4085.6,-11671,-5890.7,-12201,-11279,-7200,-2219.7,-14565,-12311,-10502,-7335.2,-12419,-16444,-15940,-24198,-5095.2,-25196,-8594.9,2318.9,-23652,-3281.1,-11466,-16216,-20963
"216",-36470,-31228,-28257,-11141,-25268,-10062,-19909,-9247,-19423,-11047,-26513,-10438,-22753,-17841,-26039,-27259,-8416.9,-19766,1354.4,-11374,-12363,-7864.8,-2021.4,-14621,-12739,-9664,-6907,-11576,-16385,-16274,-22939,-4455.2,-25435,-9403.9,1609,-23126,-2478.9,-12306,-15908,-21305
"217",-9315.6,-37610,-34672,-6661.4,-25265,-11130,-21158,-6661.6,-25044,-13988,-21553,-16011,-27403,-19820,-20552,-22118,3127.9,-12392,-6832.7,-12541,-12667,-6222,-1449,-14308,-13593,-10272,-8072.1,-11665,-16942,-16026,-23899,-4658,-24417,-10299,2632.1,-23495,-3333,-12525,-16635,-20010
"218",-35868,-32051,-27068,-11497,-25620,-10355,-19903,-9661,-19022,-12268,-26217,-10008,-23741,-18067,-25861,-29517,-9185.4,-19369,-558.87,-11581,-13156,-7402.8,-1536.9,-14612,-13823,-9468,-7966.2,-10789,-17149,-15920,-23425,-4484.5,-25034,-11624,1994.4,-23045,-2742.5,-13787,-16825,-19934
"219",-9506,-36968,-35368,-6188.2,-24779,-11511,-21214,-7225.4,-25483,-14159,-22233,-16521,-27291,-20236,-20865,-23385,1212.4,-11799,-7673.2,-13239,-13050,-6758.3,-1926.8,-14314,-14456,-10250,-9307,-10672,-17780,-15766,-24471,-4856.3,-24444,-12264,2994.9,-23604,-4022.5,-14008,-17897,-19162
"220",-35472,-31766,-29445,-12259,-24434,-10598,-19299,-8665.4,-19601,-12255,-26427,-11288,-23431,-18375,-26265,-29422,-9248.5,-20282,-2330.1,-12527,-13605,-7583.1,-2228.7,-14815,-14941,-9392,-9347.6,-10182,-18134,-16274,-23563,-5041.1,-25123,-13239,2165.6,-23411,-3551.5,-15306,-18008,-20272
"221",-9775.2,-38646,-36587,-7725.1,-24690,-11232,-22253,-6928.3,-25491,-14152,-22562,-18357,-28399,-20777,-21555,-23937,1338.6,-13030,-9552.7,-14366,-13568,-6940.8,-3013,-14830,-15459,-10590,-10148,-10319,-18224,-16284,-25014,-5615.8,-24541,-13823,3033.2,-24015,-4804.5,-14986,-18749,-20498
"222",-37267,-32414,-31050,-12784,-24730,-10513,-20975,-8888.9,-18682,-11718,-26362,-11096,-24396,-17468,-26767,-29647,-9760,-20237,-3693.5,-13740,-13873,-8096.9,-3513.2,-14801,-16056,-10112,-10204,-10240,-18145,-16804,-24376,-6019.2,-25051,-14659,1998.9,-23822,-4547.6,-15822,-18700,-21552
"223",-10651,-37994,-37714,-8250.1,-24862,-11854,-22530,-7575.9,-24711,-14353,-22977,-17846,-28785,-21140,-21803,-24390,1757.7,-13861,-11171,-14632,-13812,-7096.3,-3684.5,-14537,-16608,-11238,-10788,-11043,-18272,-16538,-25688,-6553.2,-24599,-14425,3163.9,-24495,-6228.7,-15727,-19335,-21138
"224",-36579,-32444,-32013,-11829,-25643,-11644,-21402,-9630.5,-18814,-11885,-26666,-9753.2,-25597,-17224,-26605,-29688,-9877.2,-20446,-5730.7,-13275,-14299,-7837.7,-3675.5,-15004,-16297,-10302,-10772,-10606,-18371,-16386,-24958,-6528.5,-25252,-14889,1906.5,-24386,-5591,-16106,-18806,-22230
"225",-9747.3,-37310,-38484,-6521.7,-24957,-11159,-22532,-7540.3,-25976,-15644,-22519,-17976,-28234,-20957,-22425,-23784,2715.5,-14702,-12376,-14578,-14179,-7272.1,-3772.4,-15008,-16419,-10872,-11752,-11444,-18752,-16328,-26294,-6740.3,-24874,-15283,2891.3,-24851,-6327.9,-15829,-19033,-22044
"226",-37384,-32097,-32079,-12532,-24361,-11410,-21064,-8624.8,-19731,-12658,-26544,-8982.5,-24886,-18057,-28219,-28739,-9823.1,-19502,-7511,-13641,-14175,-7984.2,-4051.8,-15464,-16795,-9982,-11277,-10918,-19155,-16480,-25055,-6726.8,-25628,-15752,1708.2,-24871,-5442.3,-16110,-18903,-23048
"227",-10347,-38354,-37463,-7100.8,-24018,-10957,-23187,-7154.3,-25404,-14112,-22026,-18898,-28043,-20274,-23173,-23123,3806.2,-13814,-12998,-14797,-13715,-6967.9,-3885.1,-15011,-16773,-10944,-12027,-11670,-19238,-16154,-25940,-6819.2,-25128,-15479,2553.2,-26017,-6496.9,-15367,-19581,-22349
"228",-37374,-32328,-32665,-11937,-25229,-11112,-21653,-9455.2,-19891,-11502,-27328,-9117.7,-25636,-18029,-26957,-29449,-8779.7,-20759,-8581.4,-13825,-13931,-7794.9,-4175.8,-15159,-16883,-10274,-11615,-11454,-19108,-16472,-24739,-6891.3,-25638,-15642,1214.6,-25917,-5647.3,-15412,-19227,-23604
"229",-9721.9,-38641,-38372,-6490.1,-25165,-10767,-22905,-7710.5,-26664,-13668,-21595,-18208,-27980,-19263,-22632,-23328,4962.3,-13474,-13454,-15137,-13679,-7242.8,-4000,-14734,-17246,-10878,-11962,-11970,-19117,-15924,-25028,-6907,-24914,-15606,2111.5,-26108,-6336.9,-14878,-19716,-23098
"230",-37775,-32500,-31896,-11991,-24791,-11497,-20363,-8612.1,-21013,-12536,-27218,-8209.6,-25948,-18179,-26260,-28701,-7414.1,-19941,-8962.3,-13967,-13755,-7653,-3939.2,-15202,-17325,-9626,-11401,-12038,-18371,-16214,-23939,-6722.3,-25133,-15675,1189.9,-25658,-5000.6,-15299,-18736,-24046
"231",-9221.6,-38344,-37232,-6194.9,-25115,-11274,-22938,-7972.1,-26105,-14319,-21688,-18639,-28206,-19657,-21852,-23310,4928.5,-13814,-14258,-14785,-13625,-7064.8,-4009,-14630,-17783,-10136,-11903,-12670,-18567,-15806,-25318,-6699.7,-24770,-15177,2336.9,-26293,-5545.9,-14452,-19031,-23523
"232",-38286,-31817,-31865,-12512,-24996,-10704,-20952,-9307.9,-19647,-12955,-26970,-10249,-25615,-17092,-26317,-29010,-8599.4,-19479,-9496.3,-13681,-13316,-7867,-3977.5,-15051,-17388,-9402,-11180,-12203,-18247,-15974,-24306,-6330.1,-25684,-15232,1624.8,-26672,-4928.5,-14878,-18808,-24150
"233",-9546.7,-38260,-37658,-7184.2,-25432,-10765,-22700,-7093.3,-26507,-14089,-22105,-19020,-27743,-19154,-20895,-24622,3560.6,-14337,-14091,-15159,-13032,-7037.7,-3903.1,-14513,-17449,-10552,-11752,-12602,-18184,-15426,-25541,-6188.2,-25161,-15092,3044.5,-26745,-6449.6,-15180,-19331,-23220
"234",-37491,-32582,-32785,-10616,-24701,-11446,-20442,-7591.1,-18865,-12541,-27680,-8342.5,-25864,-17953,-26704,-28446,-9570.7,-19308,-10821,-13789,-12924,-8290.7,-3598.9,-15268,-17215,-9552,-11328,-12221,-17979,-15512,-24735,-6122.8,-25839,-15743,1949.3,-26387,-5570.7,-16101,-18788,-24290
"235",-8040.6,-37638,-38776,-7163.9,-23733,-10037,-22883,-8005.1,-26550,-14044,-21981,-19191,-27436,-20183,-22134,-23829,2738,-12942,-14053,-14754,-12827,-7535.8,-3398.3,-14607,-17408,-10100,-11567,-12406,-18003,-14784,-26709,-6485.6,-25740,-15144,2656.9,-26324,-6418,-16099,-18952,-24010
